Capture Date,Subspecies,Source,Herd,Method,Permanent Id,Ear Tag,Collared?,Serial ,Freq1,Weight (kg),Sex,Age,Class,Temp1,Temp2 ,Temp3,HighTemp,Cnetgun Temp,"Injections (BOSE, IVEMECTIN, Antibiotic)",TISSUE,Blood Red 1,Blood Red 2,Blood Purple,Rump (mm),SWAB,Preg?,Start P,End P,Total P(min),Start H,End H,Total H,AMBIENT,Comments,,Movi Sero,Movi PCR,PI3Sero,EHDSero,EHD2Sero,CESero,BTV
11/20/1999,DESERT,RR,SA,netgun,SAR074,O22,Y,,,89,M,9,IV,99.3,99.6,98.8,99.6,,0,1,1,1,1,0,1,,7:17,7:40,23,,14:00,,60,,,,,,,,,
11/19/1999,DESERT,NA,FC,netgun,FC5,NA,Y,,,NA,F,6.5,,103.2,,,103.2,,3,0,1,1,1,0,0,,8:57,9:03,6,8:57,9:03,0:00,59,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC11,NA,Y,,,48,F,10+,,105.3,105.4,,105.4,,3,1,1,1,1,0,1,,10:00,10:05,5,,,,68,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC12,NA,Y,,,61.5,F,5.5,,102.6,103,,103,,3,1,1,1,1,0,1,,9:05,9:12,7,,,,,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC13,NA,Y,,,NA,F,8.5,,102,103,103.8,103.8,,3,1,1,1,1,0,1,,6:58,7:04,6,,,,,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC14,NA,Y,,,54,F,6.5,,104,,,104,,3,1,1,1,1,0,1,,12:11,12:16,5,,,,,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC16,NA,Y,,,62,F,5.5,,103.2,,,103.2,,3,1,1,1,1,0,1,,11:32,11:38,6,,,,,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC20,NA,Y,,,NA,F,7.5,,101.5,101.7,101.7,101.7,,3,1,1,1,1,0,1,,8:59,9:07,8,,,,59,"EARS WERE FOLDED, SHRUNKEN; CHECK EAR SWAB",,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC47,NA,Y,,,66.5,F,5.5,,105.7,,,105.7,,3,1,1,1,1,0,1,,7:24,7:29,5,7:23,7:29,6,47,RECAPTURE @ 8:33; HANDLING TIME 3 MIN TEMP 106.7,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC48,NA,Y,,,52,F,3,,103.8,,,103.8,,3,1,1,1,1,0,1,,7:38,7:44,6,7:38,7:44,6,55,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC49,NA,Y,,,58,F,2.5,,104.5,104.5,104.6,104.6,,3,1,1,1,1,0,1,,8:44,8:48,4,,,,56,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC50,NA,Y,,,56,F,5.5,,105.8,,,105.8,,3,1,1,1,1,0,1,,10:31,10:44,13,,,,65,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC51,NA,Y,,,65,F,2.5,,NA,,,NA,,3,1,1,1,1,0,1,,10:38,10:52,14,,,,65,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC52,NA,Y,,,46,F,2.5,,105.3,,,105.3,,3,1,1,1,1,0,1,,10:38,10:49,11,,,,,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC53,NA,Y,,,NA,F,5.5,,106.6,,,106.6,,3,1,1,1,1,0,1,,10:40,10:49,9,10:38,10:49,11,65,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC7,NA,Y,,,NA,F,6.5,,103.1,103.2,,103.2,,3,0,1,1,1,0,0,,9:07,9:20,13,9:07,9:20,,,,,,,,,,,
11/17/1999,DESERT,NA,FC,netgun,FC8,NA,Y,,,64,F,10+,,105.6,106.2,105.7,106.2,,3,1,1,1,1,0,1,,7:18,7:24,6,,,,,,,,,,,,,
9/25/1999,DESERT,NA,SA,netgun,SAE067,R55/R56,Y,,,130LB,F,11,,103.6,101.7,,103.6,,3,1,1,1,1,0,1,,,,,,,60,57,NOT LACTATING,,,,,,,,
8/4/1998,Rocky,PC,MZ,dropnet,MZ14,W26,Y,,,156LB,F,5+,,105.1,105.3,,105.3,,3,1,1,1,1,0,0,,14:12,14:20,8,,,11,,LACTATING,,,,,,,,
8/3/1998,Rocky,PC,MZ,dart,MZ,W47,Y,,,165LB,F,5+,,103.6,,,103.6,,3,1,1,1,1,0,0,,12:40,12:52,12,,,14,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,,MZ,W40,Y,,,154LB,M,3.5,,105,106.4,107,107,,3,1,0,0,1,0,0,,13:12,13:25,13,,,16,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,W31,N,,,33LB,F,LAMB,,105,105.6,105.3,105.6,,3,0,1,1,1,0,0,,13:13,13:24,11,,,15,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,W48,N,,,22LB,F,LAMB,,102.8,102.1,,102.8,,3,0,1,1,1,0,0,,13:13,13:20,7,,,12,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,W44,Y,,,143LB,F,3,,104,,,104,,3,1,1,1,1,0,0,,13:20,13:32,12,,,30,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,W49,Y,,,170LB,F,4,,106,106.4,106.3,106.4,,3,1,1,1,1,0,0,,13:29,13:39,10,,,30,,LACTATING,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,W38,Y,,,NA,F,3.5,,106.2,107.8,107.4,107.8,,3,1,1,1,1,0,0,,13:30,13:48,18,,,46,,LACTATING,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,O23,N,,,40LB,F,LAMB,,104.5,105,105.4,105.4,,3,0,1,1,1,0,0,,13:52,13:59,7,,,10,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,O8,Y,,,165LB,F,5+,,103.8,,,103.8,,3,1,1,1,1,0,0,,13:52,14:01,9,,,11,,LACTATING,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,W37,N,,,40LB,F,LAMB,,105,105.3,105.8,105.8,,3,0,1,1,1,0,0,,13:55,14:03,8,,,13,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,O11,Y,,,146LB,F,4,,104.9,105.3,105.5,105.5,,3,1,1,1,1,0,0,,14:00,14:10,10,,,21,,LACTATING,,,,,,,,
8/3/1998,Rocky,PC,MZ,dropnet,MZ,O12,Y,,,154LB,F,7,,103.1,106,106.7,106.7,,3,1,1,1,1,0,0,,14:04,14:13,9,,,25,,,,,,,,,,
8/3/1998,Rocky,PC,MZ,dart,MZ,W36,Y,,,257LB,M,9,IV,105.8,106,105.9,106,,3,1,1,1,1,0,0,,15:03,15:16,13,,,16,,,,,,,,,,
11/19/1997,DESERT,RR,FC,netgun,FC40,NA,Y,,,156LB,M,2,,106.5,105.1,105.5,106.5,,3,0,1,1,1,0,0,,11:11,12:21,10,,,,58,,,,,,,,,
11/19/1997,DESERT,RR,FC,netgun,FC41,NA,Y,,,156LB,M,1+,,105.7,105.6,,105.7,,3,0,1,1,1,0,0,,11:11,11:19,8,,,,63,,,,,,,,,
11/19/1997,DESERT,RR,FC,netgun,FC42,NA,Y,,,194LB,F,3,,102,101,,102,,3,0,1,1,1,0,0,,12:30,12:39,9,,,,65,ABRASION TO LEFT NOSTRIL,,,,,,,,
11/19/1997,DESERT,RR,FC,netgun,FC43,NA,Y,,,167LB,M,5,,103.2,103.8,102.1,103.8,,3,0,1,1,1,0,0,,12:45,12:55,10,,,,60,,,,,,,,,
11/19/1997,DESERT,RR,FC,netgun,FC44,NA,Y,,,191LB,M,5,,104.8,,,104.8,,3,0,1,1,1,0,0,,12:48,12:54,6,,,,69,,,,,,,,,
11/18/1997,DESERT,RR,FC,netgun,FC45,NA,Y,,,189LB,M,6,,107,106.4,,107,,3,0,1,1,1,0,0,,14:41,14:52,11,,,,60,,,,,,,,,
11/18/1997,DESERT,RR,FC,netgun,FC46,NA,Y,,,207LB,M,3,,106.8,107,105.7,107,,3,0,1,1,1,0,0,,14:42,15:19,27,,,,68,,,,,,,,,
4/6/1997,DESERT,NA,SA,netgun,SAE067,R55/R56,Y,,,NA,F,8,,104,,,104,,3,0,0,0,0,0,1,,,,,,,13,70,NOT LACTATING,,,,,,,,
4/6/1997,DESERT,NA,SA,netgun,SAR066,B59/B58,Y,,,NA,M,6+,III,106,,,106,,3,0,0,0,0,0,1,,,,,,,30,70,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
