Herd,Est,Year,Month,Lambs,Status,Area,Subspec,MonthNum,YearMonth,Timeline,PrePart_Precip,Recovery_Precip,PostPart_Precip,PrePart_Temp,Recovery_Temp,PostPart_Temp,PrevLamb_Precip,PrevLamb_Temp
MZ,30,2010,8,NA,NA,293.68380741208733,Rocky,08,201008,5,99.93375277519226,135.80159187316895,128.40257370471954,6.75203682978948,17.94141125679016,20.93300453821818,135.1839256286621,21.532763322194416
MZ,56,2012,10,33,Pre,293.68380741208733,Rocky,10,201210,5,30.857356190681458,110.27360773086548,68.78590369224548,8.570650776227316,19.13424507776896,22.050076166788735,40.8183643440716,21.35323214530945
MZ,50,2013,11,45,Pre,293.68380741208733,Rocky,11,201311,5,13.607314229011536,72.30746720731258,114.48101657629013,7.45825986067454,19.2642871538798,21.59078868230184,68.78590369224548,22.050076166788735
MZ,56,2014,6,62,Pre,293.68380741208733,Rocky,06,201406,5,29.016949355602264,160.28216361999512,126.68850123882294,8.665622194608051,17.839603821436565,21.151928345362343,114.48101657629013,21.59078868230184
MZ,56,2015,11,35,Pre,293.68380741208733,Rocky,11,201511,5,45.3598313331604,148.84344506263733,186.4854507446289,8.412006855010986,18.52113421758016,20.229439099629722,126.68850123882294,21.151928345362343
MZ,60,2018,10,30,Pre,293.68380741208733,Rocky,10,201810,5,28.100287228822708,147.82683086395264,165.74099242687225,9.249196887016296,18.90181342760722,22.57959270477295,73.74113953113556,21.23600967725118
MZ,70,2019,12,63,Pre,293.68380741208733,Rocky,12,201912,5,75.06858968734741,166.4430274963379,75.39777112007141,7.961984435717264,18.898558060328167,20.22026054064433,165.74099242687225,22.57959270477295
MZ,60,2022,12,73,Pre,293.68380741208733,Rocky,12,202212,5,30.04305583668247,109.6466417312622,147.43522401025984,7.3247688213984175,18.878221829732258,22.020305951436363,106.25271034240723,21.755335330963135
CUL,32,2013,7,37,Pre,216.39863012156383,Rocky,07,201307,6,104.28167343139648,95.10429382324219,220.78570334116617,-0.1750606372952461,3.7337582541836634,11.369075033399794,124.64808829625447,12.37155458662245
CUL,38,2014,7,32,Pre,216.39863012156383,Rocky,07,201407,6,239.11986541748047,247.51629638671875,190.4258222579956,-0.7904350029097663,2.0776295529471502,10.469963709513346,220.78570334116617,11.369075033399794
CUL,22,2015,7,42,Pre,216.39863012156383,Rocky,07,201507,6,266.3955332438151,132.01255544026694,196.34819157918295,0.2164658705393473,3.4273265997568765,10.884680536058214,190.4258222579956,10.469963709513346
CUL,48,2016,7,NA,NA,216.39863012156383,Rocky,07,201607,6,204.6928857167562,165.02905337015787,173.64534759521484,-0.34629350817865795,3.5709579785664873,11.390562587314182,196.34819157918295,10.884680536058214
CUL,68,2017,8,66,Pre,216.39863012156383,Rocky,08,201708,6,255.60830688476563,73.75082202752431,233.85513242085776,1.0281192262967427,4.277801874611113,11.185172080993652,173.64534759521484,11.390562587314182
CUL,58,2018,8,48,Pre,216.39863012156383,Rocky,08,201808,6,89.27628135681152,174.36070569356283,127.98826630910237,1.4871365229288738,4.337766445345348,12.214156150817871,233.85513242085776,11.185172080993652
CUL,58,2019,8,38,Pre,216.39863012156383,Rocky,08,201908,6,276.9982401529948,170.92610295613608,142.0446014404297,-0.6312034080425898,2.4095381365882025,11.011185381147596,127.98826630910237,12.214156150817871
CUL,62,2020,8,40,Pre,216.39863012156383,Rocky,08,202008,6,91.71168327331543,104.39783382415771,121.22034390767415,1.4001647258798282,2.91552695300844,12.142828093634712,142.0446014404297,11.011185381147596
CUL,65,2021,7,62,Pre,216.39863012156383,Rocky,07,202107,6,194.1513064702352,124.26206906636556,240.43771362304688,0.32887800037860876,3.789231538772583,11.170323689778646,121.22034390767415,12.142828093634712
CUL,65,2022,8,35,Post,216.39863012156383,Rocky,08,202208,6,157.0609016418457,72.50453917185466,328.1959991455078,0.5600259308185842,4.590421630276574,10.687109523349339,240.43771362304688,11.170323689778646
LAT,56,2001,8,NA,NA,191.50114993644203,Rocky,08,200108,6,240.9454402923584,166.62416458129883,194.54399394989014,1.2333580255508423,1.997774600982666,11.718172391255697,207.9780044555664,12.227478663126629
LAT,85,2002,7,68,Pre,191.50114993644203,Rocky,07,200207,6,62.72853720188141,99.30280017852783,167.8525447845459,1.8948456446329753,3.8738106687863665,12.781627972920736,194.54399394989014,11.718172391255697
